check,status,detail,source,observed_at
dns,pass,Public DNS resolved,,2026-09-22T06:34:53.603742+05:30
domain_registration,error,Domain is absent from RDAP,,2026-09-22T06:34:53.603760+05:30
tls,pass,TLS certificate valid,,2026-09-22T06:34:53.635226+05:30
http,pass,Probe 1: HTTP 200 at https://lakehouse.lk/,https://lakehouse.lk/,2026-09-22T06:35:18.839094+05:30
http,pass,Probe 2: HTTP 200 at http://lakehouse.lk/,http://lakehouse.lk/,2026-09-22T06:35:18.839113+05:30
http,pass,Probe 3: HTTP 200 at https://lakehouse.lk/,https://lakehouse.lk/,2026-09-22T06:35:18.839117+05:30
http,pass,Probe 4: HTTP 200 at http://lakehouse.lk/,http://lakehouse.lk/,2026-09-22T06:35:18.839120+05:30
http,pass,Probe 5: HTTP 200 at https://lakehouse.lk/advertising-services/,https://lakehouse.lk/advertising-services/,2026-09-22T06:35:18.839123+05:30
http,pass,Probe 6: HTTP 200 at https://lakehouse.lk/digital-media-department/,https://lakehouse.lk/digital-media-department/,2026-09-22T06:35:18.839126+05:30
http,pass,Probe 7: HTTP 200 at https://lakehouse.lk/contact-2/,https://lakehouse.lk/contact-2/,2026-09-22T06:35:18.839129+05:30
http,pass,Probe 8: HTTP 200 at https://lakehouse.lk/contact-details/,https://lakehouse.lk/contact-details/,2026-09-22T06:35:18.839132+05:30
http,pass,Probe 9: HTTP 200 at https://lakehouse.lk/our-history/,https://lakehouse.lk/our-history/,2026-09-22T06:35:18.839135+05:30
http,pass,Probe 10: HTTP 200 at https://lakehouse.lk/our-vision-mission/,https://lakehouse.lk/our-vision-mission/,2026-09-22T06:35:18.839138+05:30
http,pass,Probe 11: HTTP 200 at https://lakehouse.lk/our-leadership/,https://lakehouse.lk/our-leadership/,2026-09-22T06:35:18.839141+05:30
http,pass,Probe 12: HTTP 200 at https://lakehouse.lk/awards/,https://lakehouse.lk/awards/,2026-09-22T06:35:18.839143+05:30
http,pass,Probe 13: HTTP 200 at https://lakehouse.lk/about/tenders/,https://lakehouse.lk/about/tenders/,2026-09-22T06:35:18.839146+05:30
http,pass,Probe 14: HTTP 200 at https://lakehouse.lk/our-newspapers/,https://lakehouse.lk/our-newspapers/,2026-09-22T06:35:18.839149+05:30
phone,pass,Published phone: 0419894099,https://lakehouse.lk/,
phone,pass,Published phone: 0689853022,https://lakehouse.lk/,
phone,pass,Published phone: 0419844259,https://lakehouse.lk/,
phone,pass,Published phone: 0419928480,https://lakehouse.lk/,
phone,pass,Published phone: 011 2 429 429 ,https://lakehouse.lk/,
phone,pass,Published phone: 0689857636,https://lakehouse.lk/,
postal_address,pass,"Published postal address: 35 McCallum Rd, Colombo 01000 Business hours: Mon - Sunday: 9AM - 5PM Phone number: 011 2 429 429 Find us on: Facebook p",https://lakehouse.lk/,
phone,pass,Published phone: 0419894099,http://lakehouse.lk/,
phone,pass,Published phone: 0689853022,http://lakehouse.lk/,
phone,pass,Published phone: 0419844259,http://lakehouse.lk/,
phone,pass,Published phone: 0419928480,http://lakehouse.lk/,
phone,pass,Published phone: 011 2 429 429 ,http://lakehouse.lk/,
phone,pass,Published phone: 0689857636,http://lakehouse.lk/,
postal_address,pass,"Published postal address: 35 McCallum Rd, Colombo 01000 Business hours: Mon - Sunday: 9AM - 5PM Phone number: 011 2 429 429 Find us on: Facebook p",http://lakehouse.lk/,
phone,pass,Published phone: 0419894099,https://lakehouse.lk/,
phone,pass,Published phone: 0689853022,https://lakehouse.lk/,
phone,pass,Published phone: 0419844259,https://lakehouse.lk/,
phone,pass,Published phone: 0419928480,https://lakehouse.lk/,
phone,pass,Published phone: 011 2 429 429 ,https://lakehouse.lk/,
phone,pass,Published phone: 0689857636,https://lakehouse.lk/,
postal_address,pass,"Published postal address: 35 McCallum Rd, Colombo 01000 Business hours: Mon - Sunday: 9AM - 5PM Phone number: 011 2 429 429 Find us on: Facebook p",https://lakehouse.lk/,
phone,pass,Published phone: 0419894099,http://lakehouse.lk/,
phone,pass,Published phone: 0689853022,http://lakehouse.lk/,
phone,pass,Published phone: 0419844259,http://lakehouse.lk/,
phone,pass,Published phone: 0419928480,http://lakehouse.lk/,
phone,pass,Published phone: 011 2 429 429 ,http://lakehouse.lk/,
phone,pass,Published phone: 0689857636,http://lakehouse.lk/,
postal_address,pass,"Published postal address: 35 McCallum Rd, Colombo 01000 Business hours: Mon - Sunday: 9AM - 5PM Phone number: 011 2 429 429 Find us on: Facebook p",http://lakehouse.lk/,
phone,pass,Published phone: 011 2 429 429,https://lakehouse.lk/advertising-services/,
phone,pass,Published phone: 011 2 331 181 ,https://lakehouse.lk/advertising-services/,
phone,pass,Published phone: 011 2 429 329,https://lakehouse.lk/advertising-services/,
phone,pass,Published phone: 011 2 449 069 ,https://lakehouse.lk/advertising-services/,
phone,pass,Published phone: 011 2 429 429 ,https://lakehouse.lk/advertising-services/,
phone,pass,Published phone: 011 2 421 181,https://lakehouse.lk/advertising-services/,
postal_address,pass,"Published postal address: 35 McCallum Rd, Colombo 01000 Business hours: Mon - Sunday: 9AM - 5PM Phone number: 011 2 429 429 Find us on: Facebook p",https://lakehouse.lk/advertising-services/,
phone,pass,Published phone: 011 2 429 429,https://lakehouse.lk/digital-media-department/,
phone,pass,Published phone: 011 2 331 181 ,https://lakehouse.lk/digital-media-department/,
phone,pass,Published phone: 011 2 429 329,https://lakehouse.lk/digital-media-department/,
phone,pass,Published phone: 011 2 449 069 ,https://lakehouse.lk/digital-media-department/,
phone,pass,Published phone: 011 2 429 429 ,https://lakehouse.lk/digital-media-department/,
phone,pass,Published phone: 011 2 421 181,https://lakehouse.lk/digital-media-department/,
postal_address,pass,"Published postal address: 35 McCallum Rd, Colombo 01000 Business hours: Mon - Sunday: 9AM - 5PM Phone number: 011 2 429 429 Find us on: Facebook p",https://lakehouse.lk/digital-media-department/,
named_responsibility,pass,Published named responsibility: director,https://lakehouse.lk/digital-media-department/,
processing_time,pass,Published processing time: 01000 Business hours,https://lakehouse.lk/digital-media-department/,
phone,pass,Published phone: 011 2 429 429 ,https://lakehouse.lk/contact-2/,
phone,pass,Published phone: 0 011 2 429 42,https://lakehouse.lk/contact-2/,
phone,pass,Published phone: 011 2 421 181 ,https://lakehouse.lk/contact-2/,
postal_address,pass,"Published postal address: 35 McCallum Rd, Colombo 01000 Business hours: Mon - Sunday: 9AM - 5PM Phone number: 011 2 429 429 Find us on: Facebook p",https://lakehouse.lk/contact-2/,
phone,pass,Published phone: 077 8666 743 ,https://lakehouse.lk/contact-details/,
phone,pass,Published phone: 011 2 429 329,https://lakehouse.lk/contact-details/,
phone,pass,Published phone: 011 2 449 069 ,https://lakehouse.lk/contact-details/,
phone,pass,Published phone: 041 2235412 ,https://lakehouse.lk/contact-details/,
phone,pass,Published phone: 071 7681 764 ,https://lakehouse.lk/contact-details/,
phone,pass,Published phone: 0212225361 ,https://lakehouse.lk/contact-details/,
phone,pass,Published phone: 0112 429 297 ,https://lakehouse.lk/contact-details/,
phone,pass,Published phone: 011 2 421 181,https://lakehouse.lk/contact-details/,
phone,pass,Published phone: 025 2222 370 ,https://lakehouse.lk/contact-details/,
phone,pass,Published phone: 011 2 429 429,https://lakehouse.lk/contact-details/,
phone,pass,Published phone: 011 2 331 181 ,https://lakehouse.lk/contact-details/,
phone,pass,Published phone: 0112 429 282 ,https://lakehouse.lk/contact-details/,
phone,pass,Published phone: 011 2 429 429 ,https://lakehouse.lk/contact-details/,
phone,pass,Published phone: 011 2429 336 ,https://lakehouse.lk/contact-details/,
phone,pass,Published phone: 0112 429 285 ,https://lakehouse.lk/contact-details/,
phone,pass,Published phone: 081 2234 200 ,https://lakehouse.lk/contact-details/,
phone,pass,Published phone: 011 2 429501 ,https://lakehouse.lk/contact-details/,
phone,pass,Published phone: 0777595150 ,https://lakehouse.lk/contact-details/,
phone,pass,Published phone: 077 5244 402 ,https://lakehouse.lk/contact-details/,
phone,pass,Published phone: 0773 493 785 ,https://lakehouse.lk/contact-details/,
phone,pass,Published phone: 076 1569 964 ,https://lakehouse.lk/contact-details/,
phone,pass,Published phone: 047 2235 291 ,https://lakehouse.lk/contact-details/,
postal_address,pass,"Published postal address: No 35, D. R. Wijewardena Mawatha, Colombo 10 Email : [email protected] [email protected] [email protected] Tel : 011 2 4",https://lakehouse.lk/contact-details/,
phone,pass,Published phone: 011 2 429 429,https://lakehouse.lk/our-history/,
phone,pass,Published phone: 011 2 331 181 ,https://lakehouse.lk/our-history/,
phone,pass,Published phone: 011 2 429 329,https://lakehouse.lk/our-history/,
phone,pass,Published phone: 011 2 449 069 ,https://lakehouse.lk/our-history/,
phone,pass,Published phone: 011 2 429 429 ,https://lakehouse.lk/our-history/,
phone,pass,Published phone: 011 2 421 181,https://lakehouse.lk/our-history/,
postal_address,pass,"Published postal address: 35 McCallum Rd, Colombo 01000 Business hours: Mon - Sunday: 9AM - 5PM Phone number: 011 2 429 429 Find us on: Facebook p",https://lakehouse.lk/our-history/,
legal_basis,pass,Published legal basis: gazette,https://lakehouse.lk/our-history/,
processing_time,pass,Published processing time: 01000 Business hours,https://lakehouse.lk/our-history/,
phone,pass,Published phone: 011 2 429 429,https://lakehouse.lk/our-vision-mission/,
phone,pass,Published phone: 011 2 331 181 ,https://lakehouse.lk/our-vision-mission/,
phone,pass,Published phone: 011 2 429 329,https://lakehouse.lk/our-vision-mission/,
phone,pass,Published phone: 011 2 449 069 ,https://lakehouse.lk/our-vision-mission/,
phone,pass,Published phone: 011 2 429 429 ,https://lakehouse.lk/our-vision-mission/,
phone,pass,Published phone: 011 2 421 181,https://lakehouse.lk/our-vision-mission/,
postal_address,pass,"Published postal address: 35 McCallum Rd, Colombo 01000 Business hours: Mon - Sunday: 9AM - 5PM Phone number: 011 2 429 429 Find us on: Facebook p",https://lakehouse.lk/our-vision-mission/,
phone,pass,Published phone: 0112429648 ,https://lakehouse.lk/our-leadership/,
phone,pass,Published phone: 011 2 429 329,https://lakehouse.lk/our-leadership/,
phone,pass,Published phone: 011 2 449 069 ,https://lakehouse.lk/our-leadership/,
phone,pass,Published phone: 011 2 421 181,https://lakehouse.lk/our-leadership/,
phone,pass,Published phone: 011 2 429645 ,https://lakehouse.lk/our-leadership/,
phone,pass,Published phone: 011 2 429 429,https://lakehouse.lk/our-leadership/,
phone,pass,Published phone: 011 2 331 181 ,https://lakehouse.lk/our-leadership/,
phone,pass,Published phone: 0112429711 ,https://lakehouse.lk/our-leadership/,
phone,pass,Published phone: 011 2 429 429 ,https://lakehouse.lk/our-leadership/,
phone,pass,Published phone: 0112429311 ,https://lakehouse.lk/our-leadership/,
phone,pass,Published phone: 0112429642 ,https://lakehouse.lk/our-leadership/,
phone,pass,Published phone: 011 2 429501 ,https://lakehouse.lk/our-leadership/,
phone,pass,Published phone: 0112429271 ,https://lakehouse.lk/our-leadership/,
phone,pass,Published phone: 0112429241 ,https://lakehouse.lk/our-leadership/,
phone,pass,Published phone: 011 2 429646,https://lakehouse.lk/our-leadership/,
phone,pass,Published phone: 011 2 429500 ,https://lakehouse.lk/our-leadership/,
phone,pass,Published phone: 011 2 429647 ,https://lakehouse.lk/our-leadership/,
phone,pass,Published phone: 0112429261 ,https://lakehouse.lk/our-leadership/,
phone,pass,Published phone: 0112429401 ,https://lakehouse.lk/our-leadership/,
postal_address,pass,"Published postal address: 35 McCallum Rd, Colombo 01000 Business hours: Mon - Sunday: 9AM - 5PM Phone number: 011 2 429 429 Find us on: Facebook p",https://lakehouse.lk/our-leadership/,
named_responsibility,pass,Published named responsibility: director,https://lakehouse.lk/our-leadership/,
phone,pass,Published phone: 011 2 429 429,https://lakehouse.lk/awards/,
phone,pass,Published phone: 011 2 331 181 ,https://lakehouse.lk/awards/,
phone,pass,Published phone: 011 2 429 329,https://lakehouse.lk/awards/,
phone,pass,Published phone: 011 2 449 069 ,https://lakehouse.lk/awards/,
phone,pass,Published phone: 011 2 429 429 ,https://lakehouse.lk/awards/,
phone,pass,Published phone: 011 2 421 181,https://lakehouse.lk/awards/,
postal_address,pass,"Published postal address: 35 McCallum Rd, Colombo 01000 Business hours: Mon - Sunday: 9AM - 5PM Phone number: 011 2 429 429 Find us on: Facebook p",https://lakehouse.lk/awards/,
phone,pass,Published phone: 011 2 429 429,https://lakehouse.lk/about/tenders/,
phone,pass,Published phone: 011 2 331 181 ,https://lakehouse.lk/about/tenders/,
phone,pass,Published phone: 011 2 429 329,https://lakehouse.lk/about/tenders/,
phone,pass,Published phone: 011 2 449 069 ,https://lakehouse.lk/about/tenders/,
phone,pass,Published phone: 011 2 429 429 ,https://lakehouse.lk/about/tenders/,
phone,pass,Published phone: 011 2 421 181,https://lakehouse.lk/about/tenders/,
postal_address,pass,"Published postal address: 35 McCallum Rd, Colombo 01000 Business hours: Mon - Sunday: 9AM - 5PM Phone number: 011 2 429 429 Find us on: Facebook p",https://lakehouse.lk/about/tenders/,
phone,pass,Published phone: 011 2 429 429,https://lakehouse.lk/our-newspapers/,
phone,pass,Published phone: 011 2 331 181 ,https://lakehouse.lk/our-newspapers/,
phone,pass,Published phone: 011 2 429 329,https://lakehouse.lk/our-newspapers/,
phone,pass,Published phone: 011 2 449 069 ,https://lakehouse.lk/our-newspapers/,
phone,pass,Published phone: 011 2 429 429 ,https://lakehouse.lk/our-newspapers/,
phone,pass,Published phone: 011 2 421 181,https://lakehouse.lk/our-newspapers/,
postal_address,pass,"Published postal address: 35 McCallum Rd, Colombo 01000 Business hours: Mon - Sunday: 9AM - 5PM Phone number: 011 2 429 429 Find us on: Facebook p",https://lakehouse.lk/our-newspapers/,
page_text,pass,Substantive page content: 10065 visible characters across 14 pages,https://lakehouse.lk/,
