check,status,detail,source,observed_at
dns,pass,Public DNS resolved,,2026-09-22T06:11:09.438193+05:30
domain_registration,error,Domain is absent from RDAP,,2026-09-22T06:11:09.438209+05:30
tls,pass,TLS certificate valid,,2026-09-22T06:11:09.468375+05:30
http,fail,Probe 1: HTTP 403 at https://kdu.ac.lk/,https://kdu.ac.lk/,2026-09-22T06:11:12.493115+05:30
http,fail,Probe 2: HTTP 403 at http://kdu.ac.lk/,http://kdu.ac.lk/,2026-09-22T06:11:12.493131+05:30
http,fail,Probe 3: HTTP 403 at https://kdu.ac.lk/,https://kdu.ac.lk/,2026-09-22T06:11:12.493136+05:30
http,fail,Probe 4: HTTP 403 at http://kdu.ac.lk/,http://kdu.ac.lk/,2026-09-22T06:11:12.493139+05:30
phone,pass,Published phone: 0037669-1.2.1.,https://kdu.ac.lk/,
phone,pass,Published phone: 0-179003766,https://kdu.ac.lk/,
phone,pass,Published phone: 0037670-1.0.1.,http://kdu.ac.lk/,
phone,pass,Published phone: 0037670-1.2.1.,http://kdu.ac.lk/,
phone,pass,Published phone: 0037671-1.0.1.,https://kdu.ac.lk/,
phone,pass,Published phone: 0037671-1.2.1.,https://kdu.ac.lk/,
phone,pass,Published phone: 0037672-1.0.1.,http://kdu.ac.lk/,
phone,pass,Published phone: 0037672-1.2.1.,http://kdu.ac.lk/,
page_text,fail,Only 16 visible characters across 4 pages; below substance threshold 200,https://kdu.ac.lk/,
persistent_http_failure,fail,"Every repeated HTTP probe failed: [403, 403, 403, 403]",,2026-09-22T06:11:12.607756+05:30
