check,status,detail,source,observed_at
dns,pass,Public DNS resolved,,2026-09-21T06:16:02.760688+05:30
domain_registration,error,Domain is absent from RDAP,,2026-09-21T06:16:02.760706+05:30
tls,pass,TLS certificate valid,,2026-09-21T06:16:05.843012+05:30
http,pass,Probe 1: HTTP 200 at https://www.pdn.ac.lk/,https://www.pdn.ac.lk/,2026-09-21T06:16:54.829494+05:30
http,fail,Probe 2: HTTP 400 at http://www.pdn.ac.lk/,http://www.pdn.ac.lk/,2026-09-21T06:16:54.829517+05:30
http,pass,Probe 3: HTTP 200 at https://www.pdn.ac.lk/,https://www.pdn.ac.lk/,2026-09-21T06:16:54.829523+05:30
http,fail,Probe 4: HTTP 400 at http://www.pdn.ac.lk/,http://www.pdn.ac.lk/,2026-09-21T06:16:54.829527+05:30
postal_address,pass,Published postal address: Apache/2.4.58 (Ubuntu) Server at www.pdn.ac.lk Port 80,http://www.pdn.ac.lk/,
postal_address,pass,Published postal address: Apache/2.4.58 (Ubuntu) Server at www.pdn.ac.lk Port 80,http://www.pdn.ac.lk/,
page_text,pass,Substantive page content: 272 visible characters across 4 pages,https://www.pdn.ac.lk/,
