check,status,detail,source,observed_at
dns,pass,Public DNS resolved,,2026-09-21T06:38:03.794533+05:30
domain_registration,error,Domain is absent from RDAP,,2026-09-21T06:38:03.794552+05:30
tls,pass,TLS certificate valid,,2026-09-21T06:38:04.570755+05:30
http,pass,Probe 1: HTTP 200 at https://www.mri.gov.lk/,https://www.mri.gov.lk/,2026-09-21T06:38:09.417658+05:30
http,pass,Probe 2: HTTP 200 at http://www.mri.gov.lk/,http://www.mri.gov.lk/,2026-09-21T06:38:09.417675+05:30
http,pass,Probe 3: HTTP 200 at https://www.mri.gov.lk/,https://www.mri.gov.lk/,2026-09-21T06:38:09.417681+05:30
http,pass,Probe 4: HTTP 200 at http://www.mri.gov.lk/,http://www.mri.gov.lk/,2026-09-21T06:38:09.417684+05:30
phone,pass,Published phone: 0950635027,https://www.mri.gov.lk/,
phone,pass,Published phone: 0950635027,http://www.mri.gov.lk/,
phone,pass,Published phone: 0950635027,https://www.mri.gov.lk/,
phone,pass,Published phone: 0950635027,http://www.mri.gov.lk/,
page_text,fail,Only 80 visible characters across 4 pages; below substance threshold 200,http://www.mri.gov.lk/,
