check,status,detail,source,observed_at
dns,pass,Public DNS resolved,,2026-09-24T06:18:34.649263+05:30
domain_registration,error,Domain is absent from RDAP,,2026-09-24T06:18:34.649279+05:30
tls,pass,TLS certificate valid,,2026-09-24T06:18:34.908285+05:30
http,pass,Probe 1: HTTP 200 at https://busl.ac.lk/,https://busl.ac.lk/,2026-09-24T06:18:57.157385+05:30
http,pass,Probe 2: HTTP 200 at https://busl.ac.lk/,http://busl.ac.lk/,2026-09-24T06:18:57.157403+05:30
http,pass,Probe 3: HTTP 200 at https://busl.ac.lk/,https://busl.ac.lk/,2026-09-24T06:18:57.157408+05:30
http,pass,Probe 4: HTTP 200 at https://busl.ac.lk/,http://busl.ac.lk/,2026-09-24T06:18:57.157411+05:30
http,pass,Probe 5: HTTP 200 at https://busl.ac.lk/information-officer/,https://busl.ac.lk/information-officer/,2026-09-24T06:18:57.157413+05:30
http,pass,Probe 6: HTTP 200 at https://busl.ac.lk/student-services/,https://busl.ac.lk/student-services/,2026-09-24T06:18:57.157416+05:30
http,pass,Probe 7: HTTP 200 at https://busl.ac.lk/contact/,https://busl.ac.lk/contact/,2026-09-24T06:18:57.157418+05:30
http,pass,Probe 8: HTTP 200 at https://busl.ac.lk,https://busl.ac.lk,2026-09-24T06:18:57.157421+05:30
http,pass,Probe 9: HTTP 200 at https://busl.ac.lk/fobs/,https://busl.ac.lk/fobs,2026-09-24T06:18:57.157423+05:30
http,pass,Probe 10: HTTP 200 at https://busl.ac.lk/folc/,https://busl.ac.lk/folc/,2026-09-24T06:18:57.157426+05:30
http,pass,Probe 11: HTTP 200 at https://busl.ac.lk/library/,https://busl.ac.lk/library/,2026-09-24T06:18:57.157428+05:30
http,pass,Probe 12: HTTP 200 at https://busl.ac.lk/media/,https://busl.ac.lk/media,2026-09-24T06:18:57.157431+05:30
http,pass,Probe 13: HTTP 200 at https://busl.ac.lk/uiia/,https://busl.ac.lk/uiia/,2026-09-24T06:18:57.157433+05:30
http,pass,Probe 14: HTTP 200 at https://busl.ac.lk/circuit-bungalow-reservation/,https://busl.ac.lk/circuit-bungalow-reservation/,2026-09-24T06:18:57.157436+05:30
named_responsibility,pass,Published named responsibility: director,https://busl.ac.lk/,
legal_basis,pass,Published legal basis: circular,https://busl.ac.lk/,
named_responsibility,pass,Published named responsibility: director,https://busl.ac.lk/,
legal_basis,pass,Published legal basis: circular,https://busl.ac.lk/,
named_responsibility,pass,Published named responsibility: director,https://busl.ac.lk/,
legal_basis,pass,Published legal basis: circular,https://busl.ac.lk/,
named_responsibility,pass,Published named responsibility: director,https://busl.ac.lk/,
legal_basis,pass,Published legal basis: circular,https://busl.ac.lk/,
phone,pass,Published phone: +94 252 057 978 ,https://busl.ac.lk/information-officer/,
phone,pass,Published phone: +94 714 474 510 ,https://busl.ac.lk/information-officer/,
phone,pass,Published phone: +94 252 222 615 ,https://busl.ac.lk/information-officer/,
phone,pass,Published phone: +94 716 811 844 ,https://busl.ac.lk/information-officer/,
email,pass,Published email: upedec@busl.ac.lk,https://busl.ac.lk/information-officer/,
email,pass,Published email: registrar@busl.ac.lk,https://busl.ac.lk/information-officer/,
named_responsibility,pass,Published named responsibility: responsible officer,https://busl.ac.lk/information-officer/,
legal_basis,pass,Published legal basis: circular,https://busl.ac.lk/information-officer/,
named_responsibility,pass,Published named responsibility: director,https://busl.ac.lk/student-services/,
legal_basis,pass,Published legal basis: circular,https://busl.ac.lk/student-services/,
phone,pass,Published phone: +94 252 236 340 ,https://busl.ac.lk/contact/,
phone,pass,Published phone: +94 252 236 760 ,https://busl.ac.lk/contact/,
email,pass,Published email: info@busl.ac.lk,https://busl.ac.lk/contact/,
named_responsibility,pass,Published named responsibility: director,https://busl.ac.lk/contact/,
legal_basis,pass,Published legal basis: circular,https://busl.ac.lk/contact/,
named_responsibility,pass,Published named responsibility: director,https://busl.ac.lk,
legal_basis,pass,Published legal basis: circular,https://busl.ac.lk,
named_responsibility,pass,Published named responsibility: director,https://busl.ac.lk/fobs/,
phone,pass,Published phone: +94252236760,https://busl.ac.lk/folc/,
phone,pass,Published phone: +94 252 236 760 (,https://busl.ac.lk/folc/,
email,pass,Published email: flc@busl.ac.lk,https://busl.ac.lk/folc/,
named_responsibility,pass,Published named responsibility: department,https://busl.ac.lk/folc/,
phone,pass,Published phone: +94 25 222 2219 (,https://busl.ac.lk/library/,
phone,pass,Published phone: +94 25 222 2219 ,https://busl.ac.lk/library/,
phone,pass,Published phone: +94252222219,https://busl.ac.lk/library/,
email,pass,Published email: librarian@busl.ac.lk,https://busl.ac.lk/library/,
legal_basis,pass,Published legal basis: regulations,https://busl.ac.lk/library/,
fees_and_payment,pass,"Published fees and payment: rs,",https://busl.ac.lk/library/,
email,pass,Published email: media@busl.ac.lk,https://busl.ac.lk/media/,
phone,pass,Published phone: 0252236760 (,https://busl.ac.lk/circuit-bungalow-reservation/,
phone,pass,Published phone: 0252235328 ,https://busl.ac.lk/circuit-bungalow-reservation/,
phone,pass,Published phone: 0252235148 (,https://busl.ac.lk/circuit-bungalow-reservation/,
named_responsibility,pass,Published named responsibility: director,https://busl.ac.lk/circuit-bungalow-reservation/,
legal_basis,pass,Published legal basis: circular,https://busl.ac.lk/circuit-bungalow-reservation/,
page_text,pass,Substantive page content: 8042 visible characters across 14 pages,https://busl.ac.lk/,
