check,status,detail,source,observed_at
dns,pass,Public DNS resolved,,2026-09-21T06:39:52.822320+05:30
domain_registration,error,Domain is absent from RDAP,,2026-09-21T06:39:52.822337+05:30
tls,pass,TLS certificate valid,,2026-09-21T06:39:53.346330+05:30
http,pass,Probe 1: HTTP 200 at https://www.gjrti.gov.lk/,https://www.gjrti.gov.lk/,2026-09-21T06:39:58.013238+05:30
http,pass,Probe 2: HTTP 200 at http://www.gjrti.gov.lk/,http://www.gjrti.gov.lk/,2026-09-21T06:39:58.013256+05:30
http,pass,Probe 3: HTTP 200 at https://www.gjrti.gov.lk/,https://www.gjrti.gov.lk/,2026-09-21T06:39:58.013260+05:30
http,pass,Probe 4: HTTP 200 at http://www.gjrti.gov.lk/,http://www.gjrti.gov.lk/,2026-09-21T06:39:58.013264+05:30
phone,pass,Published phone: 0950635027,https://www.gjrti.gov.lk/,
phone,pass,Published phone: 0950635027,http://www.gjrti.gov.lk/,
phone,pass,Published phone: 0950635027,https://www.gjrti.gov.lk/,
phone,pass,Published phone: 0950635027,http://www.gjrti.gov.lk/,
page_text,fail,Only 80 visible characters across 4 pages; below substance threshold 200,https://www.gjrti.gov.lk/,
