check,status,detail,source,observed_at
dns,pass,Public DNS resolved,,2026-09-21T06:16:10.611012+05:30
domain_registration,error,Domain is absent from RDAP,,2026-09-21T06:16:10.611034+05:30
tls,pass,TLS certificate valid,,2026-09-21T06:16:10.667385+05:30
http,pass,Probe 1: HTTP 200 at https://www.kln.ac.lk/,https://www.kln.ac.lk/,2026-09-21T06:16:25.935099+05:30
http,pass,Probe 2: HTTP 200 at https://www.kln.ac.lk/,http://www.kln.ac.lk/,2026-09-21T06:16:25.935116+05:30
http,pass,Probe 3: HTTP 200 at https://www.kln.ac.lk/,https://www.kln.ac.lk/,2026-09-21T06:16:25.935120+05:30
http,pass,Probe 4: HTTP 200 at https://www.kln.ac.lk/,http://www.kln.ac.lk/,2026-09-21T06:16:25.935123+05:30
http,pass,Probe 5: HTTP 200 at https://www.kln.ac.lk/about/officers,https://www.kln.ac.lk/about/officers,2026-09-21T06:16:25.935126+05:30
http,pass,Probe 6: HTTP 200 at https://www.kln.ac.lk/academics/departments,https://www.kln.ac.lk/academics/departments,2026-09-21T06:16:25.935129+05:30
http,pass,Probe 7: HTTP 200 at https://www.kln.ac.lk/services/lms-zoom-eservices,https://www.kln.ac.lk/services/lms-zoom-eservices,2026-09-21T06:16:25.935132+05:30
http,pass,Probe 8: HTTP 200 at https://www.kln.ac.lk/services/marshal-office,https://www.kln.ac.lk/services/marshal-office,2026-09-21T06:16:25.935134+05:30
http,pass,Probe 9: HTTP 200 at https://www.kln.ac.lk/services/security-service,https://www.kln.ac.lk/services/security-service,2026-09-21T06:16:25.935137+05:30
http,pass,Probe 10: HTTP 200 at https://www.kln.ac.lk/services/supplier-registration,https://www.kln.ac.lk/services/supplier-registration,2026-09-21T06:16:25.935139+05:30
http,pass,Probe 11: HTTP 200 at https://www.kln.ac.lk/contact,https://www.kln.ac.lk/contact,2026-09-21T06:16:25.935142+05:30
http,pass,Probe 12: HTTP 200 at https://www.kln.ac.lk/home,https://www.kln.ac.lk/home,2026-09-21T06:16:25.935144+05:30
http,pass,Probe 13: HTTP 200 at https://www.kln.ac.lk/about/chancellor,https://www.kln.ac.lk/about/chancellor,2026-09-21T06:16:25.935147+05:30
