check,status,detail,source,observed_at
dns,pass,Public DNS resolved,,2026-09-20T06:37:06.935931+05:30
domain_registration,error,Domain is absent from RDAP,,2026-09-20T06:37:06.935953+05:30
tls,pass,TLS certificate valid,,2026-09-20T06:37:07.544663+05:30
http,pass,Probe 1: HTTP 200 at https://www.cg-jeddah.gov.lk/en,https://cg-jeddah.gov.lk/,2026-09-20T06:37:36.587598+05:30
http,pass,Probe 2: HTTP 200 at https://www.cg-jeddah.gov.lk/en,http://cg-jeddah.gov.lk/,2026-09-20T06:37:36.587620+05:30
http,pass,Probe 3: HTTP 200 at https://www.cg-jeddah.gov.lk/en,https://cg-jeddah.gov.lk/,2026-09-20T06:37:36.587625+05:30
http,pass,Probe 4: HTTP 200 at https://www.cg-jeddah.gov.lk/en,http://cg-jeddah.gov.lk/,2026-09-20T06:37:36.587628+05:30
http,pass,Probe 5: HTTP 200 at https://www.cg-jeddah.gov.lk/en/contact,https://www.cg-jeddah.gov.lk/en/contact,2026-09-20T06:37:36.587632+05:30
http,pass,Probe 6: HTTP 200 at https://www.cg-jeddah.gov.lk/en/trade-and-investment,https://www.cg-jeddah.gov.lk/en/trade-and-investment,2026-09-20T06:37:36.587635+05:30
http,pass,Probe 7: HTTP 200 at https://www.cg-jeddah.gov.lk/en/visit-sri-lanka,https://www.cg-jeddah.gov.lk/en/visit-sri-lanka,2026-09-20T06:37:36.587639+05:30
http,pass,Probe 8: HTTP 200 at https://www.cg-jeddah.gov.lk/en/appointment,https://www.cg-jeddah.gov.lk/en/appointment,2026-09-20T06:37:36.587642+05:30
http,pass,Probe 9: HTTP 200 at https://www.cg-jeddah.gov.lk/en/appointment?page=2&serviceId=6a7c144b995494d71a4b1664,https://cg-jeddah.gov.lk/en/appointment?page=2&serviceId=6a7c144b995494d71a4b1664,2026-09-20T06:37:36.587646+05:30
http,pass,Probe 10: HTTP 200 at https://www.cg-jeddah.gov.lk/en/appointment?page=1&serviceId=6a7c21ef995494d71a4b4d34,https://cg-jeddah.gov.lk/en/appointment?page=1&serviceId=6a7c21ef995494d71a4b4d34,2026-09-20T06:37:36.587649+05:30
http,pass,Probe 11: HTTP 200 at https://www.cg-jeddah.gov.lk/en/appointment?page=1&serviceId=6a7c14b2995494d71a4b19b8,https://cg-jeddah.gov.lk/en/appointment?page=1&serviceId=6a7c14b2995494d71a4b19b8,2026-09-20T06:37:36.587653+05:30
http,pass,Probe 12: HTTP 200 at https://www.cg-jeddah.gov.lk/en/appointment?page=1&serviceId=6a858528e2cc9e022ede9939,https://cg-jeddah.gov.lk/en/appointment?page=1&serviceId=6a858528e2cc9e022ede9939,2026-09-20T06:37:36.587656+05:30
http,pass,Probe 13: HTTP 200 at https://www.cg-jeddah.gov.lk/en/appointment?page=2&serviceId=6a7c14a2995494d71a4b1974,https://cg-jeddah.gov.lk/en/appointment?page=2&serviceId=6a7c14a2995494d71a4b1974,2026-09-20T06:37:36.587660+05:30
http,pass,Probe 14: HTTP 200 at https://www.cg-jeddah.gov.lk/en/appointment?page=1&serviceId=6a7c14c2c56bbae6622c10fb,https://cg-jeddah.gov.lk/en/appointment?page=1&serviceId=6a7c14c2c56bbae6622c10fb,2026-09-20T06:37:36.587663+05:30
phone,pass,Published phone: +966126551251,https://www.cg-jeddah.gov.lk/en,
phone,pass,Published phone: 0457516374,https://www.cg-jeddah.gov.lk/en,
phone,pass,Published phone: 056 098 6671 (,https://www.cg-jeddah.gov.lk/en,
phone,pass,Published phone: 056 098 6671(,https://www.cg-jeddah.gov.lk/en,
email,pass,Published email: john@example.com,https://www.cg-jeddah.gov.lk/en,
email,pass,Published email: slcg.jeddah@mfa.gov.lk,https://www.cg-jeddah.gov.lk/en,
email,pass,Published email: slcg.jeddah@mfa.gov.lk,https://www.cg-jeddah.gov.lk/en,
postal_address,pass,"Published postal address: Building No. 7399, Abdallah Sultan, Ar Rawdah District, Jeddah (JERA7399) Email: slcg.jeddah@mfa.gov.lk Register as a Sr",https://www.cg-jeddah.gov.lk/en,
named_responsibility,pass,Published named responsibility: director,https://www.cg-jeddah.gov.lk/en,
legal_basis,pass,Published legal basis: regulations,https://www.cg-jeddah.gov.lk/en,
phone,pass,Published phone: +966126551251,https://www.cg-jeddah.gov.lk/en,
phone,pass,Published phone: 0457516374,https://www.cg-jeddah.gov.lk/en,
phone,pass,Published phone: 056 098 6671 (,https://www.cg-jeddah.gov.lk/en,
phone,pass,Published phone: 056 098 6671(,https://www.cg-jeddah.gov.lk/en,
email,pass,Published email: john@example.com,https://www.cg-jeddah.gov.lk/en,
email,pass,Published email: slcg.jeddah@mfa.gov.lk,https://www.cg-jeddah.gov.lk/en,
email,pass,Published email: slcg.jeddah@mfa.gov.lk,https://www.cg-jeddah.gov.lk/en,
postal_address,pass,"Published postal address: Building No. 7399, Abdallah Sultan, Ar Rawdah District, Jeddah (JERA7399) Email: slcg.jeddah@mfa.gov.lk Register as a Sr",https://www.cg-jeddah.gov.lk/en,
named_responsibility,pass,Published named responsibility: director,https://www.cg-jeddah.gov.lk/en,
legal_basis,pass,Published legal basis: regulations,https://www.cg-jeddah.gov.lk/en,
phone,pass,Published phone: +966126551251,https://www.cg-jeddah.gov.lk/en,
phone,pass,Published phone: 0457516374,https://www.cg-jeddah.gov.lk/en,
phone,pass,Published phone: 056 098 6671 (,https://www.cg-jeddah.gov.lk/en,
phone,pass,Published phone: 056 098 6671(,https://www.cg-jeddah.gov.lk/en,
email,pass,Published email: john@example.com,https://www.cg-jeddah.gov.lk/en,
email,pass,Published email: slcg.jeddah@mfa.gov.lk,https://www.cg-jeddah.gov.lk/en,
email,pass,Published email: slcg.jeddah@mfa.gov.lk,https://www.cg-jeddah.gov.lk/en,
postal_address,pass,"Published postal address: Building No. 7399, Abdallah Sultan, Ar Rawdah District, Jeddah (JERA7399) Email: slcg.jeddah@mfa.gov.lk Register as a Sr",https://www.cg-jeddah.gov.lk/en,
named_responsibility,pass,Published named responsibility: director,https://www.cg-jeddah.gov.lk/en,
legal_basis,pass,Published legal basis: regulations,https://www.cg-jeddah.gov.lk/en,
phone,pass,Published phone: +966126551251,https://www.cg-jeddah.gov.lk/en,
phone,pass,Published phone: 0457516374,https://www.cg-jeddah.gov.lk/en,
phone,pass,Published phone: 056 098 6671 (,https://www.cg-jeddah.gov.lk/en,
phone,pass,Published phone: 056 098 6671(,https://www.cg-jeddah.gov.lk/en,
email,pass,Published email: john@example.com,https://www.cg-jeddah.gov.lk/en,
email,pass,Published email: slcg.jeddah@mfa.gov.lk,https://www.cg-jeddah.gov.lk/en,
email,pass,Published email: slcg.jeddah@mfa.gov.lk,https://www.cg-jeddah.gov.lk/en,
postal_address,pass,"Published postal address: Building No. 7399, Abdallah Sultan, Ar Rawdah District, Jeddah (JERA7399) Email: slcg.jeddah@mfa.gov.lk Register as a Sr",https://www.cg-jeddah.gov.lk/en,
named_responsibility,pass,Published named responsibility: director,https://www.cg-jeddah.gov.lk/en,
legal_basis,pass,Published legal basis: regulations,https://www.cg-jeddah.gov.lk/en,
phone,pass,Published phone: +966126551251,https://www.cg-jeddah.gov.lk/en/contact,
email,pass,Published email: john@example.com,https://www.cg-jeddah.gov.lk/en/contact,
email,pass,Published email: slcg.jeddah@mfa.gov.lk,https://www.cg-jeddah.gov.lk/en/contact,
postal_address,pass,Published postal address: JERA7399 slcg.jeddah@mfa.gov.lk +966126551251 Get in touch Your Name * Your Email * Contact Number Subject * Message * S,https://www.cg-jeddah.gov.lk/en/contact,
named_responsibility,pass,Published named responsibility: department,https://www.cg-jeddah.gov.lk/en/contact,
phone,pass,Published phone: +966126551251,https://www.cg-jeddah.gov.lk/en/trade-and-investment,
email,pass,Published email: john@example.com,https://www.cg-jeddah.gov.lk/en/trade-and-investment,
email,pass,Published email: slcg.jeddah@mfa.gov.lk,https://www.cg-jeddah.gov.lk/en/trade-and-investment,
postal_address,pass,"Published postal address: Line 2\"",\""validation_dob_future\"":\""Date of birth cannot be in the future\"",\""validation_email_valid\"":\""Please enter a",https://www.cg-jeddah.gov.lk/en/trade-and-investment,
