check,status,detail,source,observed_at
dns,pass,Public DNS resolved,,2026-09-21T06:25:20.114007+05:30
domain_registration,error,Domain is absent from RDAP,,2026-09-21T06:25:20.114024+05:30
tls,pass,TLS certificate valid,,2026-09-21T06:25:20.242327+05:30
http,pass,Probe 1: HTTP 200 at https://peoplesinsurance.lk/,https://peoplesinsurance.lk/,2026-09-21T06:25:30.888537+05:30
http,pass,Probe 2: HTTP 200 at https://peoplesinsurance.lk/,http://peoplesinsurance.lk/,2026-09-21T06:25:30.888554+05:30
http,pass,Probe 3: HTTP 200 at https://peoplesinsurance.lk/,https://peoplesinsurance.lk/,2026-09-21T06:25:30.888559+05:30
http,pass,Probe 4: HTTP 200 at https://peoplesinsurance.lk/,http://peoplesinsurance.lk/,2026-09-21T06:25:30.888562+05:30
phone,pass,Published phone: 0950635027,https://peoplesinsurance.lk/,
phone,pass,Published phone: 0950635027,https://peoplesinsurance.lk/,
phone,pass,Published phone: 0950635027,https://peoplesinsurance.lk/,
phone,pass,Published phone: 0950635027,https://peoplesinsurance.lk/,
page_text,fail,Only 80 visible characters across 4 pages; below substance threshold 200,https://peoplesinsurance.lk/,
