check,status,detail,source,observed_at
dns,pass,Public DNS resolved,,2026-09-18T06:59:23.338757+05:30
domain_registration,error,Domain is absent from RDAP,,2026-09-18T06:59:23.338778+05:30
tls,pass,TLS certificate valid,,2026-09-18T06:59:23.348719+05:30
http,pass,Probe 1: HTTP 200 at https://www.hrcsl.lk/,https://www.hrcsl.lk/,2026-09-18T06:59:46.091436+05:30
http,pass,Probe 2: HTTP 200 at https://www.hrcsl.lk/,http://www.hrcsl.lk/,2026-09-18T06:59:46.091454+05:30
http,pass,Probe 3: HTTP 200 at https://www.hrcsl.lk/,https://www.hrcsl.lk/,2026-09-18T06:59:46.091459+05:30
http,pass,Probe 4: HTTP 200 at https://www.hrcsl.lk/,http://www.hrcsl.lk/,2026-09-18T06:59:46.091462+05:30
http,pass,Probe 5: HTTP 200 at https://www.hrcsl.lk/home/?lang=si,https://www.hrcsl.lk/?page_id=2&lang=si,2026-09-18T06:59:46.091465+05:30
http,pass,Probe 6: HTTP 200 at https://www.hrcsl.lk/home/,https://www.hrcsl.lk/?page_id=2&lang=en,2026-09-18T06:59:46.091468+05:30
http,pass,Probe 7: HTTP 200 at https://www.hrcsl.lk/home/?lang=ta,https://www.hrcsl.lk/?page_id=2&lang=ta,2026-09-18T06:59:46.091471+05:30
http,pass,Probe 8: HTTP 200 at https://www.hrcsl.lk/divisions/research-and-monitoring/?lang=si,https://www.hrcsl.lk/divisions/research-and-monitoring/?lang=si,2026-09-18T06:59:46.091474+05:30
http,pass,Probe 9: HTTP 200 at https://www.hrcsl.lk/contact/head-office/?lang=si,https://www.hrcsl.lk/contact/head-office/?lang=si,2026-09-18T06:59:46.091477+05:30
http,pass,Probe 10: HTTP 200 at https://www.hrcsl.lk/contact/regional-offices/?lang=si,https://www.hrcsl.lk/contact/regional-offices/?lang=si,2026-09-18T06:59:46.091480+05:30
http,pass,Probe 11: HTTP 200 at https://www.hrcsl.lk/contact/sub-offices/?lang=si,https://www.hrcsl.lk/contact/sub-offices/?lang=si,2026-09-18T06:59:46.091483+05:30
http,pass,Probe 12: HTTP 200 at https://www.hrcsl.lk/right-to-information/information-officers/?lang=si,https://www.hrcsl.lk/right-to-information/information-officers/?lang=si,2026-09-18T06:59:46.091485+05:30
http,pass,Probe 13: HTTP 200 at https://www.hrcsl.lk/hrcsl-kalmunai-regional-office-commemorates-the-international-day-in-support-of-victims-of-torture-2026/?lang=si,https://www.hrcsl.lk/hrcsl-kalmunai-regional-office-commemorates-the-international-day-in-support-of-victims-of-torture-2026/?lang=si,2026-09-18T06:59:46.091488+05:30
http,pass,Probe 14: HTTP 200 at https://www.hrcsl.lk/home/,https://www.hrcsl.lk/?page_id=2,2026-09-18T06:59:46.091491+05:30
generic_hosting,fail,Detected generic hosting marker: under construction,https://www.hrcsl.lk/,
postal_address,pass,"Published postal address: already exists!"",""es_unexpected_error_notice"":""Oops.. Unexpected error occurred."",""es_invalid_email_notice"":""Invalid ema",https://www.hrcsl.lk/,
generic_hosting,fail,Detected generic hosting marker: under construction,https://www.hrcsl.lk/,
postal_address,pass,"Published postal address: already exists!"",""es_unexpected_error_notice"":""Oops.. Unexpected error occurred."",""es_invalid_email_notice"":""Invalid ema",https://www.hrcsl.lk/,
generic_hosting,fail,Detected generic hosting marker: under construction,https://www.hrcsl.lk/,
postal_address,pass,"Published postal address: already exists!"",""es_unexpected_error_notice"":""Oops.. Unexpected error occurred."",""es_invalid_email_notice"":""Invalid ema",https://www.hrcsl.lk/,
generic_hosting,fail,Detected generic hosting marker: under construction,https://www.hrcsl.lk/,
postal_address,pass,"Published postal address: already exists!"",""es_unexpected_error_notice"":""Oops.. Unexpected error occurred."",""es_invalid_email_notice"":""Invalid ema",https://www.hrcsl.lk/,
generic_hosting,fail,Detected generic hosting marker: under construction,https://www.hrcsl.lk/home/?lang=si,
phone,pass,Published phone: 011 2505582 ,https://www.hrcsl.lk/home/?lang=si,
phone,pass,Published phone: 011 2505523 ,https://www.hrcsl.lk/home/?lang=si,
phone,pass,Published phone: 1996,https://www.hrcsl.lk/home/?lang=si,
phone,pass,Published phone: 011 2505580,https://www.hrcsl.lk/home/?lang=si,
phone,pass,Published phone: 011 2505574,https://www.hrcsl.lk/home/?lang=si,
phone,pass,Published phone: 011 2505575 ,https://www.hrcsl.lk/home/?lang=si,
phone,pass,Published phone: 011 2505581,https://www.hrcsl.lk/home/?lang=si,
postal_address,pass,"Published postal address: already exists!"",""es_unexpected_error_notice"":""Oops.. Unexpected error occurred."",""es_invalid_email_notice"":""Invalid ema",https://www.hrcsl.lk/home/?lang=si,
generic_hosting,fail,Detected generic hosting marker: under construction,https://www.hrcsl.lk/home/,
phone,pass,Published phone: 011 2505582 ,https://www.hrcsl.lk/home/,
phone,pass,Published phone: 011 2505523 ,https://www.hrcsl.lk/home/,
phone,pass,Published phone: 1996,https://www.hrcsl.lk/home/,
phone,pass,Published phone: 011 2505580,https://www.hrcsl.lk/home/,
phone,pass,Published phone: 011 2505574,https://www.hrcsl.lk/home/,
phone,pass,Published phone: 011 2505575 ,https://www.hrcsl.lk/home/,
phone,pass,Published phone: 011 2505581,https://www.hrcsl.lk/home/,
postal_address,pass,"Published postal address: already exists!"",""es_unexpected_error_notice"":""Oops.. Unexpected error occurred."",""es_invalid_email_notice"":""Invalid ema",https://www.hrcsl.lk/home/,
named_responsibility,pass,Published named responsibility: division,https://www.hrcsl.lk/home/,
generic_hosting,fail,Detected generic hosting marker: under construction,https://www.hrcsl.lk/home/?lang=ta,
phone,pass,Published phone: 011 2505582 ,https://www.hrcsl.lk/home/?lang=ta,
phone,pass,Published phone: 011 2505523 ,https://www.hrcsl.lk/home/?lang=ta,
phone,pass,Published phone: 1996,https://www.hrcsl.lk/home/?lang=ta,
phone,pass,Published phone: 011 2505580,https://www.hrcsl.lk/home/?lang=ta,
phone,pass,Published phone: 011 2505574,https://www.hrcsl.lk/home/?lang=ta,
phone,pass,Published phone: 011 2505575 ,https://www.hrcsl.lk/home/?lang=ta,
phone,pass,Published phone: 011 2505581,https://www.hrcsl.lk/home/?lang=ta,
postal_address,pass,"Published postal address: already exists!"",""es_unexpected_error_notice"":""Oops.. Unexpected error occurred."",""es_invalid_email_notice"":""Invalid ema",https://www.hrcsl.lk/home/?lang=ta,
generic_hosting,fail,Detected generic hosting marker: under construction,https://www.hrcsl.lk/divisions/research-and-monitoring/?lang=si,
phone,pass,Published phone: 011 2505582 ,https://www.hrcsl.lk/divisions/research-and-monitoring/?lang=si,
phone,pass,Published phone: 011 2505523 ,https://www.hrcsl.lk/divisions/research-and-monitoring/?lang=si,
phone,pass,Published phone: 1996,https://www.hrcsl.lk/divisions/research-and-monitoring/?lang=si,
phone,pass,Published phone: 011 2505580,https://www.hrcsl.lk/divisions/research-and-monitoring/?lang=si,
phone,pass,Published phone: 011 2505574,https://www.hrcsl.lk/divisions/research-and-monitoring/?lang=si,
phone,pass,Published phone: 011 2505575 ,https://www.hrcsl.lk/divisions/research-and-monitoring/?lang=si,
phone,pass,Published phone: 011 2505581,https://www.hrcsl.lk/divisions/research-and-monitoring/?lang=si,
postal_address,pass,"Published postal address: already exists!"",""es_unexpected_error_notice"":""Oops.. Unexpected error occurred."",""es_invalid_email_notice"":""Invalid ema",https://www.hrcsl.lk/divisions/research-and-monitoring/?lang=si,
generic_hosting,fail,Detected generic hosting marker: under construction,https://www.hrcsl.lk/contact/head-office/?lang=si,
phone,pass,Published phone: 011 2505582 ,https://www.hrcsl.lk/contact/head-office/?lang=si,
phone,pass,Published phone: 011 2505523 ,https://www.hrcsl.lk/contact/head-office/?lang=si,
phone,pass,Published phone: 1996,https://www.hrcsl.lk/contact/head-office/?lang=si,
phone,pass,Published phone: 011 2505580,https://www.hrcsl.lk/contact/head-office/?lang=si,
phone,pass,Published phone: +94) 112505541 ,https://www.hrcsl.lk/contact/head-office/?lang=si,
phone,pass,Published phone: 011 2505574,https://www.hrcsl.lk/contact/head-office/?lang=si,
phone,pass,Published phone: 011 2505575 ,https://www.hrcsl.lk/contact/head-office/?lang=si,
phone,pass,Published phone: 011 2505581,https://www.hrcsl.lk/contact/head-office/?lang=si,
