check,status,detail,source,observed_at
dns,pass,Public DNS resolved,,2026-09-22T06:38:04.325795+05:30
domain_registration,error,Domain is absent from RDAP,,2026-09-22T06:38:04.325814+05:30
tls,pass,TLS certificate valid,,2026-09-22T06:38:04.376355+05:30
http,pass,Probe 1: HTTP 200 at https://lpl.lk/?lang=en,https://lpl.lk/,2026-09-22T07:06:23.176520+05:30
http,pass,Probe 2: HTTP 200 at https://lpl.lk/?lang=en,http://lpl.lk/,2026-09-22T07:06:23.176543+05:30
http,pass,Probe 3: HTTP 200 at https://lpl.lk/?lang=en,https://lpl.lk/,2026-09-22T07:06:23.176548+05:30
http,pass,Probe 4: HTTP 200 at https://lpl.lk/?lang=en,http://lpl.lk/,2026-09-22T07:06:23.176551+05:30
http,pass,Probe 5: HTTP 200 at https://lpl.lk/?option=com_content&view=featured&Itemid=101&lang=en,https://lpl.lk/index.php?option=com_content&view=featured&Itemid=101&lang=en,2026-09-22T07:06:23.176555+05:30
http,pass,Probe 6: HTTP 200 at https://lpl.lk/?option=com_content&view=article&id=22&Itemid=146&lang=en,https://lpl.lk/index.php?option=com_content&view=article&id=22&Itemid=146&lang=en,2026-09-22T07:06:23.176558+05:30
http,pass,Probe 7: HTTP 200 at https://lpl.lk/?option=com_content&view=article&id=9&Itemid=133&lang=en,https://lpl.lk/index.php?option=com_content&view=article&id=9&Itemid=133&lang=en,2026-09-22T07:06:23.176561+05:30
http,pass,Probe 8: HTTP 200 at https://lpl.lk/?option=com_content&view=article&id=10&Itemid=134&lang=en,https://lpl.lk/index.php?option=com_content&view=article&id=10&Itemid=134&lang=en,2026-09-22T07:06:23.176564+05:30
http,pass,Probe 9: HTTP 200 at https://lpl.lk/?option=com_content&view=article&id=11&Itemid=131&lang=en,https://lpl.lk/index.php?option=com_content&view=article&id=11&Itemid=131&lang=en,2026-09-22T07:06:23.176567+05:30
http,pass,Probe 10: HTTP 200 at https://lpl.lk/?option=com_content&view=article&id=41&Itemid=224&lang=en,https://lpl.lk/index.php?option=com_content&view=article&id=41&Itemid=224&lang=en,2026-09-22T07:06:23.176570+05:30
http,pass,Probe 11: HTTP 200 at https://lpl.lk/?option=com_content&view=article&id=38&Itemid=220&lang=en,https://lpl.lk/index.php?option=com_content&view=article&id=38&Itemid=220&lang=en,2026-09-22T07:06:23.176573+05:30
http,pass,Probe 12: HTTP 200 at https://lpl.lk/?option=com_content&view=article&id=15&Itemid=138&lang=en,https://lpl.lk/index.php?option=com_content&view=article&id=15&Itemid=138&lang=en,2026-09-22T07:06:23.176576+05:30
http,pass,Probe 13: HTTP 200 at https://lpl.lk/?option=com_content&view=article&id=16&Itemid=139&lang=en,https://lpl.lk/index.php?option=com_content&view=article&id=16&Itemid=139&lang=en,2026-09-22T07:06:23.176578+05:30
phone,pass,Published phone: +94 252 249 400 ,https://lpl.lk/?lang=en,
phone,pass,Published phone: +94 252 249 121 ,https://lpl.lk/?lang=en,
postal_address,pass,Published postal address: Contact E-mail Latest News Hiring of Heavy Machinery 27 July 2026 Procurement for Hiring of an Excavator with Bucket... ,https://lpl.lk/?lang=en,
named_responsibility,pass,Published named responsibility: director,https://lpl.lk/?lang=en,
published_update_date,pass,Published published update date: 27 July 2026,https://lpl.lk/?lang=en,
phone,pass,Published phone: +94 252 249 400 ,https://lpl.lk/?lang=en,
phone,pass,Published phone: +94 252 249 121 ,https://lpl.lk/?lang=en,
postal_address,pass,Published postal address: Contact E-mail Latest News Hiring of Heavy Machinery 27 July 2026 Procurement for Hiring of an Excavator with Bucket... ,https://lpl.lk/?lang=en,
named_responsibility,pass,Published named responsibility: director,https://lpl.lk/?lang=en,
published_update_date,pass,Published published update date: 27 July 2026,https://lpl.lk/?lang=en,
phone,pass,Published phone: +94 252 249 400 ,https://lpl.lk/?lang=en,
phone,pass,Published phone: +94 252 249 121 ,https://lpl.lk/?lang=en,
postal_address,pass,Published postal address: Contact E-mail Latest News Hiring of Heavy Machinery 27 July 2026 Procurement for Hiring of an Excavator with Bucket... ,https://lpl.lk/?lang=en,
named_responsibility,pass,Published named responsibility: director,https://lpl.lk/?lang=en,
published_update_date,pass,Published published update date: 27 July 2026,https://lpl.lk/?lang=en,
phone,pass,Published phone: +94 252 249 400 ,https://lpl.lk/?lang=en,
phone,pass,Published phone: +94 252 249 121 ,https://lpl.lk/?lang=en,
postal_address,pass,Published postal address: Contact E-mail Latest News Hiring of Heavy Machinery 27 July 2026 Procurement for Hiring of an Excavator with Bucket... ,https://lpl.lk/?lang=en,
named_responsibility,pass,Published named responsibility: director,https://lpl.lk/?lang=en,
published_update_date,pass,Published published update date: 27 July 2026,https://lpl.lk/?lang=en,
phone,pass,Published phone: +94 252 249 400 ,https://lpl.lk/?option=com_content&view=featured&Itemid=101&lang=en,
phone,pass,Published phone: +94 252 249 121 ,https://lpl.lk/?option=com_content&view=featured&Itemid=101&lang=en,
postal_address,pass,Published postal address: Contact E-mail Latest News Hiring of Heavy Machinery 27 July 2026 Procurement for Hiring of an Excavator with Bucket... ,https://lpl.lk/?option=com_content&view=featured&Itemid=101&lang=en,
named_responsibility,pass,Published named responsibility: director,https://lpl.lk/?option=com_content&view=featured&Itemid=101&lang=en,
published_update_date,pass,Published published update date: 27 July 2026,https://lpl.lk/?option=com_content&view=featured&Itemid=101&lang=en,
phone,pass,Published phone: +94112459906 ,https://lpl.lk/?option=com_content&view=article&id=22&Itemid=146&lang=en,
phone,pass,Published phone: +94 252 249 400 ,https://lpl.lk/?option=com_content&view=article&id=22&Itemid=146&lang=en,
phone,pass,Published phone: +94 252 249 121 ,https://lpl.lk/?option=com_content&view=article&id=22&Itemid=146&lang=en,
phone,pass,Published phone: +94112459908 ,https://lpl.lk/?option=com_content&view=article&id=22&Itemid=146&lang=en,
named_responsibility,pass,Published named responsibility: director,https://lpl.lk/?option=com_content&view=article&id=22&Itemid=146&lang=en,
phone,pass,Published phone: +94 252 249 400 ,https://lpl.lk/?option=com_content&view=article&id=9&Itemid=133&lang=en,
phone,pass,Published phone: +94 252 249 121 ,https://lpl.lk/?option=com_content&view=article&id=9&Itemid=133&lang=en,
named_responsibility,pass,Published named responsibility: director,https://lpl.lk/?option=com_content&view=article&id=9&Itemid=133&lang=en,
published_update_date,pass,Published published update date: 13 August 2026,https://lpl.lk/?option=com_content&view=article&id=9&Itemid=133&lang=en,
phone,pass,Published phone: +94 252 249 400 ,https://lpl.lk/?option=com_content&view=article&id=10&Itemid=134&lang=en,
phone,pass,Published phone: +94 252 249 121 ,https://lpl.lk/?option=com_content&view=article&id=10&Itemid=134&lang=en,
named_responsibility,pass,Published named responsibility: director,https://lpl.lk/?option=com_content&view=article&id=10&Itemid=134&lang=en,
published_update_date,pass,Published published update date: 13 August 2026,https://lpl.lk/?option=com_content&view=article&id=10&Itemid=134&lang=en,
phone,pass,Published phone: +94 252 249 400 ,https://lpl.lk/?option=com_content&view=article&id=11&Itemid=131&lang=en,
phone,pass,Published phone: +94 252 249 121 ,https://lpl.lk/?option=com_content&view=article&id=11&Itemid=131&lang=en,
named_responsibility,pass,Published named responsibility: director,https://lpl.lk/?option=com_content&view=article&id=11&Itemid=131&lang=en,
published_update_date,pass,Published published update date: 13 August 2026,https://lpl.lk/?option=com_content&view=article&id=11&Itemid=131&lang=en,
phone,pass,Published phone: +94 252 249 400 ,https://lpl.lk/?option=com_content&view=article&id=41&Itemid=224&lang=en,
phone,pass,Published phone: +94 252 249 121 ,https://lpl.lk/?option=com_content&view=article&id=41&Itemid=224&lang=en,
named_responsibility,pass,Published named responsibility: director,https://lpl.lk/?option=com_content&view=article&id=41&Itemid=224&lang=en,
published_update_date,pass,Published published update date: 13 August 2026,https://lpl.lk/?option=com_content&view=article&id=41&Itemid=224&lang=en,
phone,pass,Published phone: +94 252 249 400 ,https://lpl.lk/?option=com_content&view=article&id=38&Itemid=220&lang=en,
phone,pass,Published phone: +94 252 249 121 ,https://lpl.lk/?option=com_content&view=article&id=38&Itemid=220&lang=en,
named_responsibility,pass,Published named responsibility: director,https://lpl.lk/?option=com_content&view=article&id=38&Itemid=220&lang=en,
published_update_date,pass,Published published update date: 13 August 2026,https://lpl.lk/?option=com_content&view=article&id=38&Itemid=220&lang=en,
phone,pass,Published phone: +94 252 249 400 ,https://lpl.lk/?option=com_content&view=article&id=15&Itemid=138&lang=en,
phone,pass,Published phone: +94 252 249 121 ,https://lpl.lk/?option=com_content&view=article&id=15&Itemid=138&lang=en,
named_responsibility,pass,Published named responsibility: director,https://lpl.lk/?option=com_content&view=article&id=15&Itemid=138&lang=en,
published_update_date,pass,Published published update date: 13 August 2026,https://lpl.lk/?option=com_content&view=article&id=15&Itemid=138&lang=en,
phone,pass,Published phone: +94 252 249 400 ,https://lpl.lk/?option=com_content&view=article&id=16&Itemid=139&lang=en,
phone,pass,Published phone: +94 252 249 121 ,https://lpl.lk/?option=com_content&view=article&id=16&Itemid=139&lang=en,
named_responsibility,pass,Published named responsibility: director,https://lpl.lk/?option=com_content&view=article&id=16&Itemid=139&lang=en,
published_update_date,pass,Published published update date: 13 August 2026,https://lpl.lk/?option=com_content&view=article&id=16&Itemid=139&lang=en,
page_text,pass,Substantive page content: 6386 visible characters across 13 pages,https://lpl.lk/,
