check,status,detail,source,observed_at
dns,pass,Public DNS resolved,,2026-09-23T06:31:37.510010+05:30
domain_registration,error,Domain is absent from RDAP,,2026-09-23T06:31:37.510030+05:30
tls,pass,TLS certificate valid,,2026-09-23T06:31:38.182413+05:30
http,pass,Probe 1: HTTP 200 at https://www.emb-manama.gov.lk/en,https://emb-manama.gov.lk/,2026-09-23T06:32:14.826291+05:30
http,pass,Probe 2: HTTP 200 at https://www.emb-manama.gov.lk/en,http://emb-manama.gov.lk/,2026-09-23T06:32:14.826299+05:30
http,pass,Probe 3: HTTP 200 at https://www.emb-manama.gov.lk/en,https://emb-manama.gov.lk/,2026-09-23T06:32:14.826301+05:30
http,pass,Probe 4: HTTP 200 at https://www.emb-manama.gov.lk/en,http://emb-manama.gov.lk/,2026-09-23T06:32:14.826304+05:30
http,pass,Probe 5: HTTP 200 at https://www.emb-manama.gov.lk/en/contact,https://www.emb-manama.gov.lk/en/contact,2026-09-23T06:32:14.826306+05:30
http,pass,Probe 6: HTTP 200 at https://www.emb-manama.gov.lk/en/passport-services,https://emb-manama.gov.lk/en/passport-services,2026-09-23T06:32:14.826308+05:30
http,pass,Probe 7: HTTP 200 at https://www.emb-manama.gov.lk/en/labour-related-services,https://emb-manama.gov.lk/en/labour-related-services,2026-09-23T06:32:14.826310+05:30
http,pass,Probe 8: HTTP 200 at https://www.emb-manama.gov.lk/en/sri-lanka-and-bahrain-relations-overview,https://www.emb-manama.gov.lk/en/sri-lanka-and-bahrain-relations-overview,2026-09-23T06:32:14.826311+05:30
http,pass,Probe 9: HTTP 200 at https://www.emb-manama.gov.lk/en/downloads,https://www.emb-manama.gov.lk/en/downloads,2026-09-23T06:32:14.826313+05:30
http,pass,Probe 10: HTTP 200 at https://www.emb-manama.gov.lk/en/appointment?serviceId=6a6b0edb51e0517b779bd8f2,https://emb-manama.gov.lk/en/appointment?serviceId=6a6b0edb51e0517b779bd8f2,2026-09-23T06:32:14.826315+05:30
http,pass,Probe 11: HTTP 200 at https://www.emb-manama.gov.lk/en/appointment?serviceId=6a6b0ef7c56bbae6621ad75e,http://emb-manama.gov.lk/en/appointment?serviceId=6a6b0ef7c56bbae6621ad75e,2026-09-23T06:32:14.826317+05:30
http,pass,Probe 12: HTTP 200 at https://www.emb-manama.gov.lk/en/appointment?serviceId=6a6b0f22c56bbae6621ad7bc,https://emb-manama.gov.lk/en/appointment?serviceId=6a6b0f22c56bbae6621ad7bc,2026-09-23T06:32:14.826319+05:30
http,pass,Probe 13: HTTP 200 at https://www.emb-manama.gov.lk/en/police-report,https://emb-manama.gov.lk/en/police-report,2026-09-23T06:32:14.826321+05:30
http,pass,Probe 14: HTTP 200 at https://www.emb-manama.gov.lk/en/appointment?serviceId=6a6b0f9651e0517b779bdad3,https://emb-manama.gov.lk/en/appointment?serviceId=6a6b0f9651e0517b779bdad3,2026-09-23T06:32:14.826322+05:30
phone,pass,Published phone: +97317008410,https://www.emb-manama.gov.lk/en,
phone,pass,Published phone: 04-4392-8411-,https://www.emb-manama.gov.lk/en,
email,pass,Published email: john@example.com,https://www.emb-manama.gov.lk/en,
email,pass,Published email: slemb.bahrain@mfa.gov.lk,https://www.emb-manama.gov.lk/en,
postal_address,pass,Published postal address: underscored the significance of the initiative as a long-term community welfare programme. It was highlighted that the b,https://www.emb-manama.gov.lk/en,
named_responsibility,pass,Published named responsibility: division,https://www.emb-manama.gov.lk/en,
required_documents,pass,Published required documents: documents required,https://www.emb-manama.gov.lk/en,
published_update_date,pass,Published published update date: 06/11/2026,https://www.emb-manama.gov.lk/en,
phone,pass,Published phone: +97317008410,https://www.emb-manama.gov.lk/en,
phone,pass,Published phone: 04-4392-8411-,https://www.emb-manama.gov.lk/en,
