check,status,detail,source,observed_at
dns,pass,Public DNS resolved,,2026-09-20T06:37:55.910192+05:30
domain_registration,error,Domain is absent from RDAP,,2026-09-20T06:37:55.910209+05:30
tls,pass,TLS certificate valid,,2026-09-20T06:37:56.122679+05:30
http,pass,Probe 1: HTTP 200 at https://www.slithm.edu.lk/,https://www.slithm.edu.lk/,2026-09-20T06:38:50.868392+05:30
http,pass,Probe 2: HTTP 200 at https://www.slithm.edu.lk/,http://www.slithm.edu.lk/,2026-09-20T06:38:50.868412+05:30
http,pass,Probe 3: HTTP 200 at https://www.slithm.edu.lk/,https://www.slithm.edu.lk/,2026-09-20T06:38:50.868415+05:30
http,pass,Probe 4: HTTP 200 at https://www.slithm.edu.lk/,http://www.slithm.edu.lk/,2026-09-20T06:38:50.868418+05:30
http,pass,Probe 5: HTTP 200 at https://www.slithm.edu.lk/research-publications/,https://www.slithm.edu.lk/research-publications/,2026-09-20T06:38:50.868421+05:30
http,pass,Probe 6: HTTP 200 at https://www.slithm.edu.lk/international-students/,https://www.slithm.edu.lk/international-students/,2026-09-20T06:38:50.868423+05:30
http,pass,Probe 7: HTTP 200 at https://www.slithm.edu.lk/facilities-activities/,https://www.slithm.edu.lk/facilities-activities/,2026-09-20T06:38:50.868426+05:30
http,pass,Probe 8: HTTP 200 at https://www.slithm.edu.lk/library/,https://www.slithm.edu.lk/library/,2026-09-20T06:38:50.868428+05:30
http,pass,Probe 9: HTTP 200 at https://www.slithm.edu.lk/cooperate-information/,https://www.slithm.edu.lk/cooperate-information/,2026-09-20T06:38:50.868431+05:30
http,pass,Probe 10: HTTP 200 at https://www.slithm.edu.lk/administration/,https://www.slithm.edu.lk/administration/,2026-09-20T06:38:50.868433+05:30
http,pass,Probe 11: HTTP 200 at https://www.slithm.edu.lk/academic-staff/,https://www.slithm.edu.lk/academic-staff/,2026-09-20T06:38:50.868436+05:30
http,pass,Probe 12: HTTP 200 at https://www.slithm.edu.lk/policies-procedures-act/,https://www.slithm.edu.lk/policies-procedures-act/,2026-09-20T06:38:50.868438+05:30
http,pass,Probe 13: HTTP 200 at https://www.slithm.edu.lk/courses/,https://www.slithm.edu.lk/courses/,2026-09-20T06:38:50.868441+05:30
http,pass,Probe 14: HTTP 200 at https://www.slithm.edu.lk/provincial-college/,https://www.slithm.edu.lk/provincial-college/,2026-09-20T06:38:50.868443+05:30
phone,pass,Published phone: +94 112 382 219 ,https://www.slithm.edu.lk/,
phone,pass,Published phone: +94112208312,https://www.slithm.edu.lk/,
phone,pass,Published phone: +94 112 208 312 ,https://www.slithm.edu.lk/,
email,pass,Published email: info@slithm.edu.lk,https://www.slithm.edu.lk/,
fees_and_payment,pass,"Published fees and payment: rs,",https://www.slithm.edu.lk/,
phone,pass,Published phone: +94 112 382 219 ,https://www.slithm.edu.lk/,
phone,pass,Published phone: +94112208312,https://www.slithm.edu.lk/,
phone,pass,Published phone: +94 112 208 312 ,https://www.slithm.edu.lk/,
email,pass,Published email: info@slithm.edu.lk,https://www.slithm.edu.lk/,
fees_and_payment,pass,"Published fees and payment: rs,",https://www.slithm.edu.lk/,
phone,pass,Published phone: +94 112 382 219 ,https://www.slithm.edu.lk/,
phone,pass,Published phone: +94112208312,https://www.slithm.edu.lk/,
phone,pass,Published phone: +94 112 208 312 ,https://www.slithm.edu.lk/,
email,pass,Published email: info@slithm.edu.lk,https://www.slithm.edu.lk/,
fees_and_payment,pass,"Published fees and payment: rs,",https://www.slithm.edu.lk/,
phone,pass,Published phone: +94 112 382 219 ,https://www.slithm.edu.lk/,
phone,pass,Published phone: +94112208312,https://www.slithm.edu.lk/,
phone,pass,Published phone: +94 112 208 312 ,https://www.slithm.edu.lk/,
email,pass,Published email: info@slithm.edu.lk,https://www.slithm.edu.lk/,
fees_and_payment,pass,"Published fees and payment: rs,",https://www.slithm.edu.lk/,
phone,pass,Published phone: +94 112 382 219 ,https://www.slithm.edu.lk/research-publications/,
phone,pass,Published phone: +94112208312,https://www.slithm.edu.lk/research-publications/,
phone,pass,Published phone: +94 112 208 312 ,https://www.slithm.edu.lk/research-publications/,
email,pass,Published email: info@slithm.edu.lk,https://www.slithm.edu.lk/research-publications/,
named_responsibility,pass,Published named responsibility: department,https://www.slithm.edu.lk/research-publications/,
downloadable_form,pass,Published downloadable form: http://www.slithm.edu.lk/wp-content/uploads/2023/01/Abstract-for-Symposium-at-the-University-of-Kelaniya.pdf,https://www.slithm.edu.lk/research-publications/,
phone,pass,Published phone: +94 112 382 219 ,https://www.slithm.edu.lk/international-students/,
